1,['Вася', 'Рибентроп', '+48 234 542 656', '30.04.1987']
826,['Петя', 'Иванов', '+48 234 542 656', '30.04.1987']
827,['Вася', 'Рибентроп', '+48 234 542 656', '23.12.1996']
828,['Вася', 'Иванов', '+48 237 543 345', '19.03.1958']
829,['Вася', 'Иванов', '+48 234 542 656', '30.04.1987']
830,['Вася', 'Иванов', '+48 237 543 345', '19.03.1958']
831,['Петя', 'Сидоров', '+48 234 542 656', '30.04.1987']
832,['Ваня', 'Петров', '+48 283 484 382', '19.03.1958']
833,['Ваня', 'Петров', '+48 234 542 656', '19.03.1958']
834,['Саша', 'Иванов', '+48 283 484 382', '30.04.1987']
835,['Ваня', 'Иванов', '+48 237 543 345', '30.04.1987']
836,['Саша', 'Петров', '+48 234 542 656', '19.03.1958']
837,['Ваня', 'Рибентроп', '+48 234 542 656', '30.04.1987']
838,['Саша', 'Сидоров', '+48 237 543 345', '23.12.1996']
839,['Вася', 'Иванов', '+48 234 542 656', '19.03.1958']
840,['Вася', 'Петров', '+48 283 484 382', '30.04.1987']
841,['Петя', 'Петров', '+48 237 543 345', '30.08.1970']
842,['Петя', 'Петров', '+48 283 484 382', '30.08.1970']
843,['Вася', 'Петров', '+48 323 543 593', '23.12.1996']
844,['Петя', 'Рибентроп', '+48 323 543 593', '30.04.1987']
845,['Петя', 'Иванов', '+48 323 543 593', '23.12.1996']
846,['Вася', 'Рибентроп', '+48 237 543 345', '30.08.1970']
847,['Саша', 'Сидоров', '+48 237 543 345', '30.04.1987']
848,['Саша', 'Сидоров', '+48 323 543 593', '19.03.1958']
849,['Петя', 'Иванов', '+48 323 543 593', '30.08.1970']
850,['Петя', 'Рибентроп', '+48 283 484 382', '23.12.1996']
851,['Вася', 'Сидоров', '+48 283 484 382', '19.03.1958']
852,['Саша', 'Сидоров', '+48 237 543 345', '23.12.1996']
853,['Вася', 'Петров', '+48 323 543 593', '30.08.1970']
854,['Петя', 'Иванов', '+48 234 542 656', '19.03.1958']
855,['Ваня', 'Сидоров', '+48 283 484 382', '23.12.1996']
856,['Вася', 'Рибентроп', '+48 323 543 593', '30.08.1970']
857,['Петя', 'Сидоров', '+48 283 484 382', '30.08.1970']
858,['Петя', 'Иванов', '+48 323 543 593', '30.08.1970']
859,['Ваня', 'Петров', '+48 237 543 345', '19.03.1958']
860,['Саша', 'Рибентроп', '+48 283 484 382', '30.08.1970']
861,['Петя', 'Петров', '+48 283 484 382', '23.12.1996']
862,['Ваня', 'Сидоров', '+48 234 542 656', '19.03.1958']
863,['Петя', 'Петров', '+48 323 543 593', '19.03.1958']
864,['Вася', 'Сидоров', '+48 323 543 593', '19.03.1958']
865,['Вася', 'Рибентроп', '+48 323 543 593', '30.04.1987']
866,['Петя', 'Рибентроп', '+48 237 543 345', '23.12.1996']
867,['Петя', 'Рибентроп', '+48 283 484 382', '19.03.1958']
868,['Вася', 'Сидоров', '+48 283 484 382', '30.08.1970']
869,['Ваня', 'Иванов', '+48 237 543 345', '30.08.1970']
870,['Петя', 'Рибентроп', '+48 234 542 656', '30.08.1970']
871,['Петя', 'Сидоров', '+48 323 543 593', '30.04.1987']
872,['Вася', 'Рибентроп', '+48 323 543 593', '23.12.1996']
873,['Ваня', 'Сидоров', '+48 283 484 382', '30.08.1970']
874,['Петя', 'Петров', '+48 283 484 382', '23.12.1996']
875,['Петя', 'Петров', '+48 283 484 382', '30.04.1987']
876,['Вася', 'Сидоров', '+48 283 484 382', '30.08.1970']
877,['Ваня', 'Рибентроп', '+48 234 542 656', '23.12.1996']
878,['Петя', 'Сидоров', '+48 237 543 345', '30.08.1970']
879,['Вася', 'Сидоров', '+48 234 542 656', '30.08.1970']
880,['Саша', 'Сидоров', '+48 323 543 593', '23.12.1996']
881,['Петя', 'Сидоров', '+48 283 484 382', '19.03.1958']
882,['Саша', 'Петров', '+48 283 484 382', '30.04.1987']
883,['Вася', 'Иванов', '+48 283 484 382', '30.04.1987']
884,['Ваня', 'Петров', '+48 283 484 382', '19.03.1958']
885,['Ваня', 'Рибентроп', '+48 323 543 593', '30.04.1987']
886,['Ваня', 'Иванов', '+48 237 543 345', '30.04.1987']
887,['Вася', 'Сидоров', '+48 237 543 345', '23.12.1996']
888,['Ваня', 'Сидоров', '+48 234 542 656', '23.12.1996']
889,['Вася', 'Иванов', '+48 323 543 593', '30.04.1987']
890,['Ваня', 'Сидоров', '+48 283 484 382', '23.12.1996']
891,['Саша', 'Сидоров', '+48 283 484 382', '19.03.1958']
892,['Вася', 'Рибентроп', '+48 237 543 345', '23.12.1996']
893,['Вася', 'Петров', '+48 323 543 593', '30.04.1987']
894,['Ваня', 'Рибентроп', '+48 323 543 593', '19.03.1958']
895,['Вася', 'Иванов', '+48 323 543 593', '19.03.1958']
896,['Петя', 'Сидоров', '+48 237 543 345', '30.04.1987']
897,['Вася', 'Рибентроп', '+48 234 542 656', '30.04.1987']
898,['Петя', 'Рибентроп', '+48 323 543 593', '23.12.1996']
899,['Петя', 'Сидоров', '+48 283 484 382', '30.08.1970']
900,['Вася', 'Рибентроп', '+48 234 542 656', '19.03.1958']
901,['Саша', 'Иванов', '+48 283 484 382', '23.12.1996']
902,['Петя', 'Петров', '+48 234 542 656', '23.12.1996']
903,['Петя', 'Петров', '+48 283 484 382', '30.04.1987']
904,['Саша', 'Иванов', '+48 283 484 382', '19.03.1958']
905,['Ваня', 'Петров', '+48 237 543 345', '23.12.1996']
906,['Вася', 'Сидоров', '+48 323 543 593', '30.08.1970']
907,['Вася', 'Рибентроп', '+48 323 543 593', '30.04.1987']
908,['Ваня', 'Иванов', '+48 237 543 345', '30.08.1970']
909,['Ваня', 'Сидоров', '+48 323 543 593', '23.12.1996']
910,['Саша', 'Рибентроп', '+48 237 543 345', '30.08.1970']
911,['Вася', 'Сидоров', '+48 234 542 656', '30.08.1970']
912,['Петя', 'Рибентроп', '+48 283 484 382', '30.08.1970']
913,['Вася', 'Рибентроп', '+48 234 542 656', '23.12.1996']
914,['Ваня', 'Рибентроп', '+48 283 484 382', '30.04.1987']
915,['Петя', 'Иванов', '+48 323 543 593', '19.03.1958']
916,['Вася', 'Петров', '+48 323 543 593', '30.04.1987']
917,['Ваня', 'Рибентроп', '+48 237 543 345', '23.12.1996']
918,['Вася', 'Иванов', '+48 283 484 382', '30.04.1987']
919,['Вася', 'Рибентроп', '+48 323 543 593', '30.04.1987']
920,['Петя', 'Петров', '+48 234 542 656', '30.08.1970']
921,['Вася', 'Рибентроп', '+48 237 543 345', '19.03.1958']
922,['Петя', 'Петров', '+48 234 542 656', '30.04.1987']
923,['Ваня', 'Сидоров', '+48 323 543 593', '30.08.1970']
924,['Саша', 'Сидоров', '+48 283 484 382', '19.03.1958']
925,['Петя', 'Петров', '+48 323 543 593', '30.04.1987']
926,['Петя', 'Сидоров', '+48 283 484 382', '30.08.1970']
927,['Петя', 'Сидоров', '+48 323 543 593', '30.08.1970']
928,['Ваня', 'Петров', '+48 323 543 593', '19.03.1958']
929,['Ваня', 'Петров', '+48 323 543 593', '23.12.1996']
930,['Петя', 'Иванов', '+48 323 543 593', '30.04.1987']
931,['Саша', 'Петров', '+48 234 542 656', '30.04.1987']
932,['Ваня', 'Иванов', '+48 234 542 656', '30.08.1970']
933,['Ваня', 'Сидоров', '+48 283 484 382', '30.04.1987']
934,['Саша', 'Сидоров', '+48 237 543 345', '23.12.1996']
935,['Петя', 'Сидоров', '+48 323 543 593', '19.03.1958']
936,['Ваня', 'Петров', '+48 237 543 345', '30.08.1970']
937,['Вася', 'Петров', '+48 283 484 382', '30.08.1970']
938,['Саша', 'Рибентроп', '+48 237 543 345', '19.03.1958']
939,['Петя', 'Рибентроп', '+48 234 542 656', '23.12.1996']
940,['Вася', 'Сидоров', '+48 323 543 593', '30.08.1970']
941,['Саша', 'Сидоров', '+48 234 542 656', '19.03.1958']
942,['Вася', 'Рибентроп', '+48 283 484 382', '30.08.1970']
943,['Саша', 'Иванов', '+48 283 484 382', '19.03.1958']
944,['Петя', 'Петров', '+48 283 484 382', '19.03.1958']
945,['Вася', 'Рибентроп', '+48 234 542 656', '19.03.1958']
946,['Саша', 'Сидоров', '+48 234 542 656', '23.12.1996']
947,['Ваня', 'Сидоров', '+48 234 542 656', '30.08.1970']
948,['Ваня', 'Иванов', '+48 323 543 593', '30.04.1987']
949,['Вася', 'Иванов', '+48 234 542 656', '23.12.1996']
950,['Саша', 'Петров', '+48 283 484 382', '19.03.1958']
951,['Ваня', 'Рибентроп', '+48 323 543 593', '30.04.1987']
952,['Ваня', 'Сидоров', '+48 323 543 593', '23.12.1996']
953,['Петя', 'Петров', '+48 234 542 656', '30.04.1987']
954,['Саша', 'Иванов', '+48 283 484 382', '23.12.1996']
955,['Саша', 'Иванов', '+48 237 543 345', '30.08.1970']
956,['Петя', 'Рибентроп', '+48 283 484 382', '30.04.1987']
957,['Саша', 'Петров', '+48 283 484 382', '19.03.1958']
958,['Ваня', 'Иванов', '+48 234 542 656', '23.12.1996']
959,['Ваня', 'Рибентроп', '+48 323 543 593', '19.03.1958']
960,['Ваня', 'Рибентроп', '+48 283 484 382', '30.04.1987']
961,['Вася', 'Рибентроп', '+48 237 543 345', '23.12.1996']
962,['Петя', 'Иванов', '+48 283 484 382', '30.08.1970']
963,['Петя', 'Рибентроп', '+48 234 542 656', '30.04.1987']
964,['Ваня', 'Сидоров', '+48 237 543 345', '30.04.1987']
965,['Ваня', 'Иванов', '+48 237 543 345', '30.08.1970']
966,['Петя', 'Рибентроп', '+48 234 542 656', '30.04.1987']
967,['Ваня', 'Сидоров', '+48 234 542 656', '23.12.1996']
968,['Ваня', 'Иванов', '+48 323 543 593', '19.03.1958']
969,['Ваня', 'Петров', '+48 234 542 656', '19.03.1958']
970,['Петя', 'Сидоров', '+48 237 543 345', '30.04.1987']
971,['Ваня', 'Петров', '+48 234 542 656', '19.03.1958']
972,['Ваня', 'Петров', '+48 237 543 345', '23.12.1996']
973,['Ваня', 'Петров', '+48 323 543 593', '23.12.1996']
974,['Петя', 'Петров', '+48 237 543 345', '30.08.1970']
975,['Вася', 'Сидоров', '+48 323 543 593', '30.04.1987']
976,['Саша', 'Рибентроп', '+48 237 543 345', '30.04.1987']
977,['Ваня', 'Иванов', '+48 323 543 593', '30.04.1987']
978,['Ваня', 'Рибентроп', '+48 237 543 345', '30.04.1987']
979,['Вася', 'Иванов', '+48 323 543 593', '19.03.1958']
980,['Петя', 'Сидоров', '+48 237 543 345', '30.04.1987']
981,['Петя', 'Рибентроп', '+48 323 543 593', '19.03.1958']
982,['Ваня', 'Иванов', '+48 237 543 345', '19.03.1958']
983,['Ваня', 'Иванов', '+48 234 542 656', '19.03.1958']
984,['Вася', 'Петров', '+48 237 543 345', '19.03.1958']
985,['Саша', 'Сидоров', '+48 234 542 656', '30.04.1987']
986,['Ваня', 'Сидоров', '+48 323 543 593', '23.12.1996']
987,['Саша', 'Сидоров', '+48 283 484 382', '19.03.1958']
988,['Ваня', 'Иванов', '+48 237 543 345', '23.12.1996']
989,['Петя', 'Петров', '+48 234 542 656', '19.03.1958']
990,['Ваня', 'Иванов', '+48 323 543 593', '23.12.1996']
991,['Саша', 'Сидоров', '+48 234 542 656', '23.12.1996']
992,['Вася', 'Рибентроп', '+48 323 543 593', '30.08.1970']
993,['Вася', 'Сидоров', '+48 234 542 656', '30.04.1987']
994,['Саша', 'Рибентроп', '+48 283 484 382', '30.08.1970']
995,['Вася', 'Петров', '+48 234 542 656', '19.03.1958']
996,['Саша', 'Сидоров', '+48 234 542 656', '30.04.1987']
997,['Вася', 'Рибентроп', '+48 323 543 593', '23.12.1996']
998,['Ваня', 'Сидоров', '+48 234 542 656', '23.12.1996']
999,['Вася', 'Рибентроп', '+48 234 542 656', '30.04.1987']
